,id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
1025,1026,,,,,0,,,,In Processing,,,,,2025-03-10 21:01:51,,,10,,March 22 2025 (No-rest option),Ursuline Academy,,,,
1026,1027,,,,,0,,,,In Processing,,,,,2025-03-11 11:25:14,,,10,,April 26 2025 (No-rest option),Jesuit High School,,,,
1027,1028,,,,,0,,,,In Processing,,,,,2025-03-11 12:40:09,,,10,,,Other,,,,
1028,1029,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2025-03-12 2:34:12,,,10,,April 26 2025 (No-rest option),The Willow School,3.7,,,
1029,1030,,,,,0,,,,In Processing,,,,,2025-03-12 13:30:45,,,9,,April 26 2025 (No-rest option),Isidore Newman,,,,
1030,1031,,,,,0,,,,In Processing,,,,,2025-03-13 20:14:23,,,10,,April 26 2025 (No-rest option),Other,,,,
1031,1032,,,,,0,,,,In Processing,,,,,2025-03-13 8:37:23,,,10,,April 26 2025 (No-rest option),Other,,,,
1032,1033,,,,,0,,,,In Processing,,,,,2025-03-13 10:29:14,,,10,,March 22 2025 (No-rest option),Other,,,,
1033,1034,,,,,0,,,,In Processing,,,,,2025-03-13 14:39:37,,,11,,,Other,,,,
1034,1035,,,,,0,,,,In Processing,,,,,2025-03-14 9:57:03,,,11,,April 26 2025 (No-rest option),Other,,,,
1035,1036,,,,,0,,,,In Processing,,,,,2025-03-14 16:25:12,,,10,,,Ursuline Academy,,,,
1036,1037,,,,,0,,,,In Processing,,,,,2025-03-14 20:29:38,,,11,,April 26 2025 (No-rest option),Other,,,,
1037,1038,,,,,0,,,,In Processing,,,,,2025-03-14 23:32:14,,,9,,April 26 2025 (No-rest option),Other,,,,
1038,1039,,,,,0,,,,In Processing,,,,,2025-03-15 15:27:20,,,9,,April 26 2025 (No-rest option),Louise McGehee,,,,
1039,1040,,,,,0,,,,In Processing,,,,,2025-03-16 8:32:15,,,10,,April 26 2025 (No-rest option),Other,,,,
1040,1041,,,,,0,,,,In Processing,,,,,2025-03-16 10:45:48,,,9,,April 26 2025 (No-rest option),Bricolage Academy,,,,
1041,1042,,,,,0,,,,In Processing,,,,,2025-03-17 10:32:20,,,10,,April 26 2025 (No-rest option),Other,,,,
1042,1043,,,,,0,,,,In Processing,,,,,2025-03-17 13:01:26,,,9,,,Other,,,,
1043,1044,,,,,0,,,,In Processing,,,,,2025-03-18 9:24:34,,,11,,April 26 2025 (No-rest option),Other,,,,
1044,1045,,,,,0,,,,In Processing,,,,,2025-03-19 10:43:50,,,11,,,Other,,,,
1045,1046,,,,,0,,,,In Processing,,,,,2025-03-19 12:49:33,,,10,,April 26 2025 (No-rest option),Other,,,,
1046,1047,,,,,0,,,,In Processing,,,,,2025-03-20 9:47:59,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
1047,1048,,,,,0,,,,In Processing,,,,,2025-03-22 18:17:13,,,9,,April 26 2025 (No-rest option),Other,,,,
1048,1049,,,,,0,,,,In Processing,,,,,2025-03-24 9:52:22,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
1049,1050,,,,,0,,,,In Processing,,,,,2025-03-24 10:21:14,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
1050,1051,,,,,0,,,,In Processing,,,,,2025-03-24 17:06:47,,,10,,April 26 2025 (No-rest option),Other,,,,
1051,1052,,,,,0,,,,In Processing,,,,,2025-03-25 9:46:47,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
1052,1053,,,,,0,,,,In Processing,,,,,2025-03-25 10:49:37,,,11,,April 26 2025 (No-rest option),Academy of the Sacred Heart,,,,
1053,1054,,,,,0,,,,In Processing,,,,,2025-03-25 12:58:18,,,9,,April 26 2025 (No-rest option),Langston Hughes Academy,,,,
1054,1055,,,,,0,,,,In Processing,,,,,2025-03-25 13:29:19,,,10,,April 26 2025 (No-rest option),Other,,,,
1055,1056,,,,,0,,,,In Processing,,,,,2025-03-26 9:19:42,,,11,,April 26 2025 (No-rest option),Other,,,,
1056,1057,,,,,0,,,,In Processing,,,,,2025-03-26 11:01:53,,,9,,April 26 2025 (No-rest option),International School of Louisiana,,,,
1057,1058,,,,,0,,,,In Processing,,,,,2025-03-27 14:30:22,,,9,,April 26 2025 (No-rest option),Bricolage Academy,,,,
1058,1059,,,,,0,,,,In Processing,,,,,2025-03-27 20:34:04,,,11,,,St. Augustine High School,,,,
1059,1060,,,,,0,,,,In Processing,,,,,2025-03-28 18:12:51,,,9,,,Morris Jeff Community School,,,,
1060,1061,,,,,0,,,,In Processing,,,,,2025-03-28 20:22:03,,,11,,April 26 2025 (No-rest option),Other,,,,
1061,1062,,,,,0,,,,In Processing,,,,,2025-03-28 22:32:15,,,9,,April 26 2025 (No-rest option),Other,,,,
1062,1063,,,,,0,,,,In Processing,,,,,2025-03-28 22:40:43,,,10,,,Other,,,,
1063,1064,,,,,0,,,,In Processing,,,,,2025-03-29 6:05:01,,,10,,April 26 2025 (No-rest option),Other,,,,
1064,1065,,,,,0,,,,In Processing,,,,,2025-03-29 17:11:14,,,11,,,Other,,,,
1065,1066,,,,,0,,,,In Processing,,,,,2025-03-31 9:49:34,,,9,,April 26 2025 (No-rest option),Other,,,,
1066,1067,,,,,0,,,,In Processing,,,,,2025-04-01 22:16:29,,,10,,April 26 2025 (No-rest option),Other,,,,
1067,1068,,,,,0,,,,In Processing,,,,,2025-04-02 9:26:43,,,10,,May 24 2025 (Final Test Date),Other,,,,
1068,1069,,,,,0,,,,In Processing,,,,,2025-04-02 10:52:50,,,9,,April 26 2025 (No-rest option),Esperanza Charter School,,,,
1069,1070,,,,,0,,,,In Processing,,,,,2025-04-02 18:20:53,,,10,,April 26 2025 (No-rest option),Other,,,,
1070,1071,,,,,0,,,,In Processing,,,,,2025-04-03 12:16:31,,,9,,,Renew Schaumburg Elementary,,,,
1071,1072,,,,,0,,,,In Processing,,,,,2025-04-04 13:45:16,,,9,,April 26 2025 (No-rest option),Other,,,,
1072,1073,,,,,0,,,,In Processing,,,,,2025-04-05 10:56:28,,,9,,,Samuel J. Green Charter School,,,,
1073,1074,,,,,0,,,,In Processing,,,,,2025-04-08 13:55:26,,,9,,,Einstein Middle School,,,,
1074,1075,,,,,0,,,,In Processing,,,,,2025-04-08 16:35:55,,,9,,May 24 2025 (Final Test Date),Other,,,,
1075,1076,,,,,0,,,,In Processing,,,,,2025-04-09 13:42:06,,,10,,,Lycee Francais de la Nouvelle Orleans,,,,
1076,1077,,,,,0,,,,In Processing,,,,,2025-04-09 14:22:33,,,9,,,Other,,,,
