id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa
283,30.0,68.0,91.0,88.0,96.0,15.0,25.0,26.0,Eligible,nan,nan,nan,nan,2024-10-10 20:48:18,nan,nan,9,nan,November 16 2024,Arthur Ashe Charter School,3.75
284,30.0,80.0,96.0,99.0,110.0,21.0,30.0,29.0,Eligible,nan,nan,X6Bx,nan,2024-10-10 20:39:06,nan,nan,9,nan,December 14 2024,Lake Castle Private School,4.0
285,30.0,66.0,95.0,90.0,98.0,14.0,26.0,28.0,Eligible,nan,nan,nan,nan,tdA6,nan,nan,9,nan,November 16 2024,Success at Thurgood Marshall,4.0
286,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-10 21:10:03,nan,nan,9,nan,nan,Lake Castle Private School,nan
287,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-10 21:48:04,nan,nan,9,nan,November 16 2024,The Willow School,4.0
288,nan,35.0,40.0,71.0,18.0,1.0,16.0,1.0,In Processing,nan,nan,nan,nan,2024-10-10 23:23:53,nan,nan,9,nan,November 16 2024,KIPP East,nan
289,nan,82.0,98.0,93.0,79.0,22.0,27.0,30.0,In Processing,nan,nan,nan,nan,2024-10-11 4:13:52,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,nan
290,nan,22.0,54.0,55.0,17.0,1.0,8.0,8.0,In Processing,nan,nan,nan,nan,2024-10-11 6:57:54,nan,nan,9,nan,March 22 2025 (No-rest option),Benjamin Franklin Elementary,nan
291,30.0,84.0,70.0,64.0,82.0,23.0,13.0,16.0,Eligible,25.0,21.0,18.0,RFL6,2024-10-11 9:56:47,nan,nan,9,nan,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,3.75
292,30.0,77.0,89.0,68.0,89.0,19.0,15.0,25.0,Eligible,nan,nan,nan,nan,2024-10-11 13:10:40,nan,nan,9,nan,November 16 2024,Morris Jeff Community School,3.38
293,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-11 13:39:48,nan,nan,9,nan,December 14 2024,The Willow School,3.88
294,nan,90.0,83.0,74.0,66.0,26.0,18.0,22.0,In Processing,nan,nan,nan,nan,2024-10-11 13:58:33,nan,9pRl,11,nan,November 16 2024,Jesuit High School,nan
295,nan,21.0,57.0,29.0,11.0,1.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-10-11 15:22:30,nan,nan,9,nan,December 14 2024,Edward Hynes Parkview,nan
296,nan,71.0,89.0,53.0,48.0,16.0,7.0,25.0,In Processing,18.0,6.0,25.0,49.0,2024-10-11 15:38:46,nan,nan,9,nan,March 22 2025 (No-rest option),Esperanza Charter School,nan
297,30.0,62.0,99.0,95.0,100.0,12.0,28.0,30.0,Eligible,nan,nan,nan,nan,2024-10-11 16:39:16,nan,nan,9,nan,November 16 2024,St. Andrew's Episcopal School,3.75
298,nan,36.0,69.0,22.0,17.0,1.0,1.0,15.0,In Processing,nan,nan,nan,nan,2024-10-11 17:13:28,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Gentilly,nan
299,30.0,72.0,86.0,69.0,86.0,17.0,15.0,24.0,Eligible,26.0,19.0,24.0,99.0,2024-10-11 17:25:13,nan,nan,9,nan,March 22 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,4.0
300,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-11 19:26:24,nan,nan,10,nan,January 18 2025,Other,nan
301,nan,48.0,65.0,51.0,24.0,5.0,6.0,13.0,In Processing,nan,nan,nan,nan,2024-10-11 19:31:54,nan,nan,9,nan,April 26 2025 (No-rest option),Success at Thurgood Marshall,nan
302,nan,49.0,73.0,41.0,23.0,5.0,1.0,17.0,In Processing,10.0,20.0,8.0,38.0,2024-10-11 19:38:29,nan,nan,9,nan,March 22 2025 (No-rest option),Homer Plessy Community School,nan
303,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-11 23:16:46,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.5
304,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-12 9:39:27,nan,nan,9,nan,November 16 2024,Renew Dolores T. Aaron Academy,4.0
305,30.0,99.0,94.0,99.0,118.0,30.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-12 14:53:05,nan,nan,9,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,4.0
306,20.0,57.0,89.0,88.0,79.0,9.0,25.0,25.0,In Processing,nan,nan,nan,nan,2024-10-12 15:28:11,nan,nan,9,Test Accommodations Approved,April 26 2025 (No-rest option),Homer Plessy Community School,2.5
307,nan,93.0,92.0,46.0,58.0,27.0,4.0,27.0,In Processing,nan,nan,nan,nan,2024-10-12 16:47:23,nan,nan,10,nan,February 15 2025 (No-rest option),Other,nan
308,nan,40.0,84.0,88.0,49.0,1.0,25.0,23.0,In Processing,6.0,12.0,16.0,34.0,2024-10-12 17:22:45,nan,nan,9,nan,February 15 2025 (No-rest option),The Willow School,nan
309,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-12 19:02:59,nan,nan,9,nan,April 26 2025 (No-rest option),Other,nan
310,30.0,87.0,94.0,99.0,112.0,24.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-13 10:31:16,nan,nan,10,nan,January 18 2025,Jesuit High School,3.8
311,28.0,78.0,92.0,53.0,82.0,20.0,7.0,27.0,Eligible,21.0,20.0,26.0,95.0,2024-10-13 10:56:19,nan,nan,9,nan,March 22 2025 (No-rest option),Ursuline Academy,3.33
312,23.0,96.0,85.0,53.0,82.0,29.0,7.0,23.0,In Processing,nan,nan,nan,nan,2024-10-13 11:28:00,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Castle Private School,2.89
313,nan,50.0,63.0,14.0,19.0,6.0,1.0,12.0,In Processing,15.0,2.0,10.0,27.0,2024-10-13 11:51:16,nan,nan,9,nan,February 15 2025 (No-rest option),Audubon Uptown Montessori and French,nan
314,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-01-15 13:09:13,nan,nan,9,nan,March 22 2025 (No-rest option),Other,nan
315,30.0,84.0,98.0,99.0,113.0,23.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-13 15:00:55,nan,nan,9,nan,November 16 2024,The Willow School,4.0
316,30.0,97.0,97.0,99.0,118.0,29.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-13 17:56:48,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,3.88
317,nan,52.0,63.0,46.0,23.0,7.0,4.0,12.0,In Processing,nan,nan,nan,nan,2024-10-13 18:08:45,E5kQ,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,nan
318,30.0,75.0,96.0,99.0,107.0,18.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-13 20:10:54,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,3.5
319,30.0,87.0,99.0,88.0,109.0,24.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-10-13 21:07:01,nan,nan,9,nan,December 14 2024,St. Andrew's Episcopal School,4.0
320,nan,86.0,79.0,43.0,46.0,24.0,2.0,20.0,In Processing,nan,nan,nan,nan,2024-10-13 21:15:09,nan,nan,zsDI,nan,April 26 2025 (No-rest option),Other,nan
321,30.0,94.0,99.0,99.0,118.0,28.0,30.0,30.0,Eligible,nan,nan,nan,nan,PmF9,nan,nan,9,nan,January 18 2025,The Willow School,nan
322,22.0,90.0,97.0,60.0,88.0,26.0,11.0,29.0,Eligible,nan,nan,nan,nan,2024-10-14 9:31:22,nan,nan,9,nan,November 16 2024,Audubon Gentilly,2.75
323,nan,38.0,61.0,54.0,20.0,1.0,8.0,11.0,In Processing,nan,nan,nan,nan,2024-10-14 10:03:48,nan,nan,9,nan,December 14 2024,Belle Chasse Academy,nan
324,nan,73.0,77.0,69.0,51.0,17.0,15.0,19.0,In Processing,nan,nan,nan,nan,2024-10-14 11:17:28,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
325,30.0,72.0,84.0,82.0,92.0,17.0,22.0,23.0,Eligible,nan,nan,nan,nan,2024-11-08 13:27:47,nan,nan,9,nan,December 14 2024,Bricolage Academy,3.88
326,nan,13.0,44.0,32.0,5.0,1.0,1.0,3.0,In Processing,1.0,9.0,5.0,15.0,2024-10-14 12:50:14,nan,nan,9,nan,February 15 2025 (No-rest option),International School of Louisiana,nan
327,30.0,77.0,97.0,90.0,104.0,19.0,26.0,29.0,Eligible,nan,nan,nan,nan,2024-10-14 13:57:39,nan,nan,9,nan,January 18 2025,Lake Forest Elementary Charter School,3.63
328,28.0,73.0,96.0,86.0,98.0,17.0,4zE3,29.0,Eligible,nan,nan,nan,nan,2024-10-14 14:20:04,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,3.38
329,nan,15.0,45.0,16.0,5.0,1.0,1.0,3.0,In Processing,nan,nan,nan,nan,2024-12-05 13:31:23,nan,nan,9,nan,December 14 2024,Bricolage Academy,nan
330,30.0,64.0,99.0,93.0,100.0,13.0,27.0,30.0,Eligible,nan,nan,nan,nan,2024-10-14 16:42:01,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview,3.88
331,nan,91.0,94.0,65.0,67.0,26.0,13.0,28.0,In Processing,25.0,20.0,29.0,74.0,2024-10-14 18:58:52,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
332,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-14 19:33:18,nan,nan,9,nan,November 16 2024,The Willow School,4.0
333,nan,33.0,75.0,76.0,38.0,1.0,19.0,18.0,In Processing,nan,nan,nan,nan,2024-10-14 20:29:21,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,nan
334,nan,27.0,43.0,60.0,14.0,1.0,11.0,2.0,In Processing,nan,nan,nan,nan,2024-12-12 10:03:13,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,nan
335,30.0,78.0,98.0,96.0,109.0,20.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-14 21:58:02,nan,nan,9,nan,January 18 2025,Trinity Episcopal School,4.0
336,nan,71.0,85.0,1.0,40.0,16.0,1.0,23.0,In Processing,13.0,7.0,22.0,42.0,2024-10-14 22:26:32,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
337,30.0,85.0,97.0,99.0,112.0,23.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-15 7:42:34,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,4.0
338,30.0,86.0,75.0,93.0,99.0,24.0,27.0,18.0,Eligible,nan,nan,nan,nan,2024-10-15 14:35:55,nan,nan,9,nan,January 18 2025,Bricolage Academy,3.63
339,30.0,89.0,95.0,99.0,113.0,25.0,30.0,28.0,Eligible,nan,nan,nan,nan,2025-03-13 10:20:42,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,4.0
340,30.0,90.0,91.0,82.0,104.0,26.0,22.0,26.0,Eligible,nan,nan,nan,nan,2024-10-15 16:44:32,nan,nan,10,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.77
341,30.0,62.0,92.0,88.0,94.0,12.0,25.0,27.0,Eligible,nan,nan,nan,nan,2024-10-15 16:55:53,nan,nan,9,nan,January 18 2025,Other,4.0
342,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-15 19:44:33,nan,nan,9,nan,November 16 2024,The Willow School,4.0
343,30.0,86.0,95.0,99.0,112.0,24.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-15 20:59:52,nan,nan,9,nan,November 16 2024,St. Andrew's Episcopal School,4.0
344,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-16 7:52:02,nan,nan,9,nan,April 26 2025 (No-rest option),The Willow School,nan
345,27.0,86.0,79.0,66.0,85.0,24.0,14.0,20.0,Eligible,23.0,19.0,25.0,94.0,2024-10-16 10:53:25,nan,nan,9,nan,March 22 2025 (No-rest option),Waldorf School of New Orleans,3.25
346,nan,38.0,80.0,83.0,44.0,UbaA,22.0,21.0,In Processing,nan,nan,nan,nan,2024-10-16 11:43:02,nan,nan,9,nan,April 26 2025 (No-rest option),Morris Jeff Community School,nan
347,30.0,69.0,98.0,98.0,105.0,15.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-16 12:22:01,nan,nan,9,nan,November 16 2024,The Willow School,3.75
348,27.0,82.0,99.0,77.0,98.0,22.0,19.0,30.0,Eligible,nan,nan,nan,nan,2024-10-16 12:52:44,nan,nan,9,nan,November 16 2024,Homer Plessy Community School,3.25
349,nan,74.0,68.0,52.0,40.0,18.0,7.0,15.0,In Processing,nan,nan,nan,nan,2024-10-16 15:57:35,nan,nan,10,nan,December 14 2024,Other,nan
350,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-16 16:07:26,nan,nan,9,nan,November 16 2024,The Willow School,4.0
351,nan,28.0,45.0,46.0,8.0,1.0,4.0,3.0,In Processing,1.0,2.0,6.0,9.0,2024-12-03 11:47:32,nan,nan,9,nan,March 22 2025 (No-rest option),Bricolage Academy,nan
352,30.0,58.0,90.0,89.0,91.0,10.0,25.0,26.0,Eligible,nan,nan,nan,nan,2024-10-17 10:47:25,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French,4.0
353,30.0,74.0,99.0,98.0,108.0,18.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-17 13:50:28,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,3.5
354,nan,31.0,33.0,14.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-17 15:30:03,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
355,nan,16.0,94.0,35.0,30.0,1.0,1.0,28.0,In Processing,nan,nan,nan,nan,2024-10-17 17:39:39,1yjr,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
356,30.0,66.0,84.0,64.0,80.0,14.0,13.0,23.0,Eligible,23.0,18.0,27.0,98.0,2024-11-05 11:08:44,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview,3.75
357,30.0,80.0,94.0,79.0,99.0,21.0,20.0,28.0,In Processing,nan,nan,nan,nan,2024-11-07 12:42:01,nan,nan,9,nan,November 16 2024,Foundation Preparatory Charter,4.0
358,nan,nan,nan,nan,0.0,nan,nan,nan,XhXp,nan,nan,nan,nan,2024-10-18 10:04:44,nan,nan,9,nan,March 22 2025 (No-rest option),Audubon Gentilly,nan
359,30.0,86.0,99.0,88.0,109.0,24.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-10-18 17:44:33,nan,nan,9,nan,November 16 2024,The Willow School,4.0
360,30.0,89.0,87.0,96.0,108.0,25.0,29.0,24.0,Eligible,nan,nan,nan,nan,2024-10-19 11:18:17,nan,nan,9,nan,December 14 2024,Louise McGehee,4.0
361,nan,23.0,32.0,8.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-19 12:29:15,nan,nan,9,nan,November 16 2024,Mary McLeod Bethune Elementary,nan
362,nan,94.0,63.0,48.0,45.0,28.0,5.0,12.0,In Processing,nan,nan,nan,nan,2024-10-19 16:14:38,nan,nan,9,nan,April 26 2025 (No-rest option),Harriet Tubman Charter School,nan
363,22.0,93.0,1Vhg,97.0,107.0,27.0,29.0,29.0,Eligible,nan,nan,nan,nan,2024-10-19 17:59:08,nan,nan,9,nan,January 18 2025,Isidore Newman,2.75
364,nan,79.0,xxK2,46.0,43.0,20.0,4.0,19.0,In Processing,16.0,23.0,18.0,57.0,2024-10-19 19:49:25,nan,nan,9,nan,February 15 2025 (No-rest option),Benjamin Franklin Elementary,nan
365,27.0,96.0,84.0,63.0,91.0,29.0,12.0,23.0,Eligible,nan,nan,nan,nan,2024-10-19 20:46:10,nan,nan,9,nan,November 16 2024,Audubon Gentilly,3.25
366,30.0,99.0,99.0,63.0,102.0,30.0,12.0,30.0,Eligible,nan,nan,nan,nan,2024-10-20 8:22:11,nan,nan,9,nan,November 16 2024,Metairie Park Country Day,4.0
367,30.0,91.0,97.0,86.0,109.0,26.0,24.0,29.0,In Processing,nan,nan,nan,nan,2024-10-20 12:41:38,nan,nan,9,nan,December 14 2024,Other,3.75
368,30.0,88.0,99.0,99.0,115.0,25.0,30.0,30.0,In Processing,nan,nan,nan,nan,2024-10-20 13:23:19,nan,nan,9,nan,December 14 2024,Other,3.88
369,25.0,81.0,95.0,97.0,103.0,21.0,29.0,28.0,Eligible,nan,nan,nan,nan,2024-10-20 15:48:48,nan,nan,9,nan,November 16 2024,St. Augustine High School,nan
370,30.0,81.0,73.0,91.0,94.0,21.0,26.0,17.0,In Processing,nan,nan,nan,nan,2024-10-20 16:46:08,nan,nan,9,nan,December 14 2024,Phillis Wheatley Community School,3.75
371,30.0,81.0,73.0,91.0,94.0,21.0,26.0,17.0,Eligible,nan,nan,nan,nan,2024-10-20 16:46:08,nan,nan,9,nan,December 14 2024,Phillis Wheatley Community School,3.75
372,22.0,77.0,90.0,90.0,93.0,19.0,26.0,26.0,Eligible,nan,nan,nan,nan,2024-10-20 19:45:10,nan,nan,9,Test Accommodations Approved,December 14 2024,Audubon Uptown Montessori and French,2.75
BkSY,30.0,86.0,99.0,51.0,90.0,24.0,6.0,30.0,In Processing,nan,nan,nan,nan,2024-10-20 19:58:11,nan,nan,9,nan,January 18 2025,Waldorf School of New Orleans,4.0
374,30.0,71.0,99.0,99.0,106.0,16.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-20 21:08:13,nan,nan,9,nan,November 16 2024,Homer Plessy Community School,4.0
375,nan,58.0,55.0,54.0,26.0,10.0,8.0,8.0,In Processing,nan,nan,nan,nan,2024-10-21 10:05:29,nan,nan,9,nan,April 26 2025 (No-rest option),Alice Harte Charter School,nan
376,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-21 12:12:53,nan,nan,11,nan,January 18 2025,Other,nan
377,nan,26.0,82.0,51.0,54.0,26.0,6.0,22.0,In Processing,1.0,11.0,12.0,24.0,2024-10-21 13:39:15,nan,nan,9,nan,March 22 2025 (No-rest option),Other,nan
378,nan,57.0,71.0,22.0,26.0,9.0,1.0,16.0,In Processing,nan,nan,nan,nan,2024-10-22 13:54:18,nan,nan,9,nan,January 18 2025,Waldorf School of New Orleans,nan
379,nan,59.0,80.0,72.0,48.0,10.0,17.0,21.0,In Processing,nan,nan,nan,nan,2024-10-21 16:15:36,nan,nan,9,nan,April 26 2025 (No-rest option),Homer Plessy Community School,nan
380,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-01-23 12:59:11,nan,nan,9,nan,January 18 2025,Trinity Episcopal School,nan
381,nan,60.0,73.0,96.0,57.0,11.0,29.0,17.0,In Processing,nan,nan,nan,nan,2024-10-21 21:56:56,nan,nan,9,nan,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,nan
382,30.0,92.0,99.0,99.0,117.0,27.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-22 6:42:56,nan,nan,9,nan,December 14 2024,The Willow School,QOGc
383,nan,73.0,69.0,86.0,56.0,17.0,24.0,15.0,In Processing,13.0,16.0,16.0,45.0,2024-10-22 9:19:25,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,nan
384,30.0,84.0,99.0,99.0,113.0,23.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-22 12:10:56,nan,nan,9,nan,December 14 2024,Bricolage Academy,4.0
385,22.0,87.0,95.0,85.0,97.0,24.0,23.0,28.0,Eligible,nan,nan,nan,nan,2024-10-22 12:26:32,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,2.75
386,nan,40.0,24.0,16.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-22 19:54:23,nan,nan,9,nan,December 14 2024,Audubon Gentilly,nan
387,nan,88.0,94.0,52.0,60.0,25.0,7.0,28.0,In Processing,26.0,20.0,20.0,66.0,2024-10-22 16:36:39,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
388,30.0,72.0,95.0,51.0,81.0,17.0,6.0,28.0,Eligible,18.0,13.0,27.0,88.0,2024-10-22 18:47:41,nan,nan,9,nan,March 22 2025 (No-rest option),Audubon Gentilly,3.75
389,nan,55.0,60.0,41.0,20.0,8.0,1.0,11.0,In Processing,1.0,18.0,1.0,20.0,2024-10-22 19:21:55,nan,nan,9,nan,March 22 2025 (No-rest option),Bricolage Academy,nan
390,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-24 22:20:22,nan,nan,10,nan,April 26 2025 (No-rest option),Other,nan
391,nan,nan,nan,nan,ToZe,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-24 22:20:22,x50y,nan,10,nan,April 26 2025 (No-rest option),Other,nan
392,30.0,92.0,95.0,99.0,115.0,27.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-22 23:01:07,nan,nan,9,nan,December 14 2024,The Willow School,4.0
393,30.0,80.0,99.0,99.0,111.0,21.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-23 10:08:03,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,3.88
394,nan,58.0,41.0,16.0,12.0,10.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-23 11:08:33,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
395,nan,42.0,84.0,62.0,37.0,2.0,12.0,23.0,In Processing,nan,nan,nan,nan,2024-10-23 11:53:52,nan,nan,9,nan,December 14 2024,Audubon Gentilly,nan
396,nan,28.0,39.0,20.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-23 12:50:32,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Gentilly,nan
397,nan,57.0,63.0,91.0,47.0,9.0,26.0,12.0,In Processing,nan,nan,nan,nan,2024-10-23 14:14:53,nan,nan,9,nan,April 26 2025 (No-rest option),Alice Harte Charter School,nan
398,nan,52.0,50.0,88.0,38.0,7.0,25.0,6.0,In Processing,nan,nan,nan,nan,2024-10-23 14:12:12,nan,nan,9,nan,April 26 2025 (No-rest option),Alice Harte Charter School,nan
399,nan,54.0,99.0,60.0,49.0,8.0,11.0,30.0,In Processing,nan,nan,nan,nan,2024-10-23 17:33:36,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
400,30.0,97.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-23 18:00:40,nan,nan,9,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.83
401,27.0,96.0,97.0,96.0,114.0,29.0,29.0,29.0,In Processing,nan,nan,nan,nan,2024-10-23 19:54:30,nan,nan,9,nan,January 18 2025,Lake Castle Private School,3.25
402,27.0,96.0,97.0,96.0,114.0,29.0,29.0,29.0,In Processing,nan,nan,nan,nan,2024-10-23 19:54:30,nan,nan,9,nan,January 18 2025,Lake Castle Private School,3.25
403,27.0,96.0,97.0,96.0,114.0,29.0,29.0,29.0,Eligible,nan,nan,nan,nan,2024-10-23 19:54:30,nan,nan,9,nan,January 18 2025,Lake Castle Private School,3.25
404,nan,64.0,89.0,50.0,44.0,13.0,6.0,25.0,In Processing,nan,nan,nan,nan,2025-01-28 18:15:36,nan,nan,9,nan,March 22 2025 (No-rest option),International School of Louisiana,nan
405,30.0,99.0,99.0,73.0,107.0,30.0,17.0,30.0,Eligible,nan,nan,nan,nan,2024-10-24 14:54:20,nan,nan,10,nan,January 18 2025,Lycee Francais de la Nouvelle Orleans,4.0
406,30.0,49.0,92.0,86.0,86.0,5.0,24.0,27.0,Eligible,17.0,23.0,26.0,96.0,2024-10-24 17:22:45,nan,nan,9,nan,March 22 2025 (No-rest option),Bricolage Academy,nan
407,nan,78.0,80.0,41.0,42.0,20.0,1.0,21.0,In Processing,nan,nan,nan,nan,2024-10-24 19:39:37,nan,nan,9,nan,April 26 2025 (No-rest option),Harriet Tubman Charter School,nan
408,nan,95.0,72.0,82.0,67.0,28.0,22.0,17.0,In Processing,24.0,20.0,16.0,60.0,2024-10-24 20:43:06,nan,nan,11,nan,March 22 2025 (No-rest option),Cabrini High School,nan
409,nan,13.0,48.0,41.0,7.0,1.0,1.0,5.0,In Processing,nan,nan,nan,nan,2024-10-25 6:24:52,nan,nan,9,nan,December 14 2024,Foundation Preparatory Charter,nan
410,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-25 11:46:12,nan,nan,9,Test Accommodations Approved,December 14 2024,St. Paul's Episcopal School,4.0
411,nan,16.0,22.0,37.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-25 11:55:36,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview,nan
412,nan,62.0,82.0,60.0,45.0,12.0,11.0,22.0,In Processing,6.0,18.0,21.0,45.0,2024-10-25 11:53:19,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview,nan
413,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-25 15:34:11,nan,nan,9,nan,nan,Morris Jeff Community School,nan
414,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-25 16:38:22,nan,nan,9,nan,nan,Harriet Tubman Charter School,nan
415,30.0,91.0,82.0,99.0,108.0,26.0,30.0,22.0,Eligible,nan,nan,nan,nan,2024-10-25 19:21:25,nan,nan,UltG,nan,December 14 2024,Lake Forest Elementary Charter School,3.75
416,30.0,74.0,91.0,41.0,75.0,18.0,1.0,26.0,OkyK,27.0,9.0,25.0,91.0,2024-10-26 11:45:51,nan,nan,9,nan,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,3.88
417,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-27 15:34:28,nan,nan,10,nan,January 18 2025,Other,nan
418,30.0,72.0,98.0,91.0,103.0,17.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-27 17:49:20,nan,nan,9,nan,December 14 2024,Bricolage Academy,4.0
419,30.0,97.0,99.0,88.0,114.0,29.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-12-02 19:17:01,nan,nan,9,nan,January 18 2025,The Willow School,3.88
420,nan,24.0,67.0,51.0,21.0,1.0,6.0,14.0,In Processing,nan,nan,nan,nan,2024-10-27 20:18:56,nan,nan,9,nan,January 18 2025,Success at Thurgood Marshall,nan
421,nan,24.0,67.0,51.0,21.0,1.0,6.0,14.0,In Processing,nan,nan,nan,nan,2024-10-27 20:18:56,nan,nan,9,nan,January 18 2025,Success at Thurgood Marshall,nan
422,nan,84.0,55.0,50.0,37.0,23.0,6.0,8.0,In Processing,nan,nan,nan,nan,2024-10-27 21:55:57,nan,nan,9,nan,December 14 2024,Lake Castle Private School,nan
